source_text,output_text,alt_text,modify_type
Find the make and production time of the cars that were produced in the earliest year?,"select tbl:car_names, project col:cars_data/Year #1, superlative #1 #2, project col:car_names/Make #3, project col:cars_data/Year #3, union #4 #5","select tbl:car_names, project col:car_names/Make #3, superlative #1 #2, project col:cars_data/Year #1, project col:cars_data/Year #3, union #4 #5",greate/less
What is the maker of the cars produced in the earliest year and what year was it?,"select col:cars_data, project col:cars_data/Year #1, superlative #1 #2, project col:car_names/Make #3, union #4 #3","select col:cars_data, superlative #1 #1, project col:cars_data/Year #2, union #2 #3",beam
What is the maker of the cars produced in the earliest year and what year was it?,"select col:cars_data, project col:cars_data/Year #1, superlative #1 #2, project col:car_names/Make #3, union #4 #3","select col:cars_data, union #4 #3, superlative #1 #2, project col:car_names/Make #3, project col:cars_data/Year #1",order
What is the maker of the cars produced in the earliest year and what year was it?,"select col:cars_data, project col:cars_data/Year #1, superlative #1 #2, project col:car_names/Make #3, union #4 #3","select col:cars_data, union #4 #3, superlative #1 #2, project col:car_names/Make #3, project col:cars_data/Year #1",greate/less
Which distinct car models are the produced after 1980?,"select col:model_list, comparative #1 #1 great/1980 col:cars_data/Year","select col:model_list, comparative #1 #1 great/1980 col:cars_data/Jahr",beam
Which distinct car models are the produced after 1980?,"select col:model_list, comparative #1 #1 great/1980 col:cars_data/Year","select col:model_list, comparative #1 #1 lessequal/1980 col:cars_data/Year",greate/less
What are the different models for the cars produced after 1980?,"select tbl:car_names, comparative #1 #1 great/1980 col:cars_data/Year","select tbl:model_list, comparative #1 #1 great/1980 col:cars_data/Year",beam
What are the different models for the cars produced after 1980?,"select tbl:car_names, comparative #1 #1 great/1980 col:cars_data/Year","select tbl:car_names, comparative #1 #1 lessequal/1980 col:cars_data/Year",greate/less
How many car makers are there in each continents? List the continent name and the count.,"select col:continents, project tbl:car_makers #1, group #2 #1, union #1 #3","select col:Continents, project tbl:car_makers #1, group #2 #1, union #1 #3",beam
How many car makers are there in each continents? List the continent name and the count.,"select col:continents, project tbl:car_makers #1, group #2 #1, union #1 #3","select col:continents, project tbl:car_makers #1, group #2 #1, union #1 #3",greate/less
What is the name of each continent and how many car makers are there in each one?,"select col:continents, project col:continents/Continent #1, project tbl:car_makers #1, group #3 #1, union #2 #4","select col:continents, project col:continents/Continent #1, project tbl:car_makers #1, group #3 #1, union #2 #4.",beam
What is the name of each continent and how many car makers are there in each one?,"select col:continents, project col:continents/Continent #1, project tbl:car_makers #1, group #3 #1, union #2 #4","select col:continents, project tbl:car_makers #1, project col:continents/Continent #1, group #3 #1, union #2 #4",order
What is the name of each continent and how many car makers are there in each one?,"select col:continents, project col:continents/Continent #1, project tbl:car_makers #1, group #3 #1, union #2 #4","select col:continents, project tbl:car_makers #1, project col:continents/Continent #1, group #3 #1, union #2 #4",greate/less
Which of the countries has the most car makers? List the country name.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, superlative #1 #3, project col:countries/CountryName #4","select tbl:countries, project tbl:car_makers #1, group #2 #1, superlative #1 #3, project col:Countries/CountryName #4",beam
Which of the countries has the most car makers? List the country name.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, superlative #1 #3, project col:countries/CountryName #4","select tbl:countries, group #2 #1, project tbl:car_makers #1, superlative #1 #3, project col:countries/CountryName #4",order
Which of the countries has the most car makers? List the country name.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, superlative #1 #3, project col:countries/CountryName #4","select tbl:countries, group #2 #1, project tbl:car_makers #1, superlative #1 #3, project col:countries/CountryName #4",greate/less
What is the name of the country with the most car makers?,"select tbl:car_makers, project tbl:countries #1, group #1 #2, superlative #2 #3","select col:car_makers, project tbl:car_makers #1, group #2 #1, superlative #1 #3",beam
What is the name of the country with the most car makers?,"select tbl:car_makers, project tbl:countries #1, group #1 #2, superlative #2 #3","select tbl:car_makers, project tbl:countries #1, group #1 #2, superlative #2 #3",greate/less
How many car models are produced by each maker? Only list the count and the maker full name.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, union #3 #4","select col:model_list, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, union #3 #4",beam
How many car models are produced by each maker? Only list the count and the maker full name.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, union #3 #4","select tbl:car_makers, project tbl:model_list #1, project col:car_makers/FullName #1, group #2 #1, union #3 #4",order
How many car models are produced by each maker? Only list the count and the maker full name.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, union #3 #4","select tbl:car_makers, project tbl:model_list #1, project col:car_makers/FullName #1, group #2 #1, union #3 #4",greate/less
What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/Id #1, project col:car_makers/FullName #1, union #3 #4 #5","select tbl:car_makers, project tbl:model_list #1, aggregate count #2, project col:car_makers/Id #1, project col:car_makers/FullName #1, union #3 #4 #5",beam
What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/Id #1, project col:car_makers/FullName #1, union #3 #4 #5","select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, project col:car_makers/Id #1, union #3 #4 #5",order
What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/Id #1, project col:car_makers/FullName #1, union #3 #4 #5","select tbl:car_makers, project tbl:model_list #1, group #2 #1, project col:car_makers/FullName #1, project col:car_makers/Id #1, union #3 #4 #5",greate/less
What is the accelerate of the car make amc hornet sportabout (sw)?,"select tbl:car_names, comparative #1 #1 equal/amc hornet sportabout (sw) col:car_names/Make, project col:cars_data/Accelerate #2","select tbl:car_names, comparative #1 #1 equal/amc hornet sportabout (sw), project col:cars_data/Accelerate #2",beam
What is the accelerate of the car make amc hornet sportabout (sw)?,"select tbl:car_names, comparative #1 #1 equal/amc hornet sportabout (sw) col:car_names/Make, project col:cars_data/Accelerate #2","select tbl:car_names, comparative #1 #1lessequal//amc hornet sportabout (sw) col:car_names/Make, project col:cars_data/Accelerate #2",greate/less
How much does the car accelerate that makes amc hornet sportabout (sw)?,"select val:car_names, project col:cars_data/Accelerate #1","select col:cars_data, comparative #1 #1 equal/amc hornet sportabout",beam
How much does the car accelerate that makes amc hornet sportabout (sw)?,"select val:car_names, project col:cars_data/Accelerate #1","select val:car_names, project col:cars_data/Accelerate #1",greate/less
How many car makers are there in france?,"select tbl:car_makers, comparative #1 #1 equal/france col:countries/CountryName, aggregate count #2","select tbl:car_makers, comparative #1 #1 equal/France col:countries/CountryName, aggregate count #2",beam
How many car makers are there in france?,"select tbl:car_makers, comparative #1 #1 equal/france col:countries/CountryName, aggregate count #2","select tbl:car_makers, comparative #1 #1greatequal//france col:countries/CountryName, aggregate count #2",greate/less
What is the number of makers of cars in France?,"select tbl:car_makers, comparative #1 #1 equal/france col:countries/CountryName, aggregate count #2","select tbl:car_makers, project tbl:car_makers #1, comparative #2 #1 equal/france col:countries/CountryName, aggregate count #3",beam
What is the number of makers of cars in France?,"select tbl:car_makers, comparative #1 #1 equal/france col:countries/CountryName, aggregate count #2","select tbl:car_makers, comparative #1 #1lessequal//france col:countries/CountryName, aggregate count #2",greate/less
How many car models are produced in the usa?,"select tbl:model_list, comparative #1 #1 equal/usa col:countries/CountryName, aggregate count #2","select tbl:model_list, comparative #1 #1 equal/usa col:countries/Countryname, aggregate count #2",beam
How many car models are produced in the usa?,"select tbl:model_list, comparative #1 #1 equal/usa col:countries/CountryName, aggregate count #2","select tbl:model_list, comparative #1 #1less//usa col:countries/CountryName, aggregate count #2",greate/less
What is the count of the car models produced in the United States?,"select tbl:model_list, comparative #1 #1 equal/usa col:countries/CountryName, aggregate count #2","select tbl:model_list, comparative #1 #1 equal/US col:countries/CountryName, aggregate count #2",beam
What is the count of the car models produced in the United States?,"select tbl:model_list, comparative #1 #1 equal/usa col:countries/CountryName, aggregate count #2","select tbl:model_list, comparative #1 #1great//usa col:countries/CountryName, aggregate count #2",greate/less
What is the average miles per gallon(mpg) of the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5",beam
What is the average miles per gallon(mpg) of the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, select col:cars_data, group #2 #1, aggregate avg #5, project col:cars_data/MPG #4, comparative #1 #3 equal/4",order
What is the average miles per gallon(mpg) of the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, select col:cars_data, group #2 #1, aggregate avg #5, project col:cars_data/MPG #4, comparative #1 #3lessequal//4",greate/less
What is the average miles per gallon of all the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5.",beam
What is the average miles per gallon of all the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, aggregate avg #5, project col:cars_data/MPG #4",order
What is the average miles per gallon of all the cars with 4 cylinders?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/MPG #4, aggregate avg #5","select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3greatequal//4, aggregate avg #5, project col:cars_data/MPG #4",greate/less
What is the smallest weight of the car produced with 8 cylinders on 1974?,"select tbl:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5, aggregate min #6","select tbl:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5 cel puţin",beam
What is the smallest weight of the car produced with 8 cylinders on 1974?,"select tbl:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5, aggregate min #6","select tbl:cars_data, group #2 #1, comparative #4 #4 equal/1974 col:cars_data/Year, comparative #1 #3 equal/8, project col:cars_data/Weight #5, aggregate min #6",compara_order
What is the minimum weight of the car with 8 cylinders produced in 1974?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5, aggregate min #6","select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5 aggregate min #6",beam
What is the minimum weight of the car with 8 cylinders produced in 1974?,"select tbl:cars_data, select col:cars_data, group #2 #1, comparative #1 #3 equal/8, comparative #4 #4 equal/1974 col:cars_data/Year, project col:cars_data/Weight #5, aggregate min #6","select tbl:cars_data, select col:cars_data, group #2 #1, comparative #4 #4 equal/1974 col:cars_data/Year, comparative #1 #3 equal/8, project col:cars_data/Weight #5, aggregate min #6",compara_order
What are all the makers and models?,"select col:model_list, select col:model_list, union #1 #2","select col:model_list, select col:model_list, union #1 #2.",beam
What are all the makers and models?,"select col:model_list, select col:model_list, union #1 #2","select col:model_list, select col:model_list, union #1 #2",greate/less
What are the makers and models?,"select col:model_list, select col:model_list, union #1 #2","select col:model_list, select col:model_list, union #2 #3",beam
What are the makers and models?,"select col:model_list, select col:model_list, union #1 #2","select col:model_list, select col:model_list, union #1 #2",greate/less
What are the countries having at least one car maker? List name and id.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 greatequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, union #5 #6","select col:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 greatequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, union #5 #6",beam
What are the countries having at least one car maker? List name and id.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 greatequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, union #5 #6","select tbl:countries, union #5 #6, group #2 #1, comparative #1 #3 greatequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, project tbl:car_makers #1",order
What are the countries having at least one car maker? List name and id.,"select tbl:countries, project tbl:car_makers #1, group #2 #1, comparative #1 #3 greatequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, union #5 #6","select tbl:countries, union #5 #6, group #2 #1, comparative #1 #3 lessequal/1, project col:countries/CountryName #4, project col:countries/CountryId #4, project tbl:car_makers #1",greate/less
What are the names and ids of all countries with at least one car maker?,"select tbl:countries, comparative #1 #1 tbl:car_makers, project col:countries/CountryName #2, project col:countries/CountryId #2, union #3 #4","select tbl:countries, comparative #1 #1 tbl:car_makers, project col:countries/CountryName #2, project col:countries/CountryID #2, union #3 #4",beam
What are the names and ids of all countries with at least one car maker?,"select tbl:countries, comparative #1 #1 tbl:car_makers, project col:countries/CountryName #2, project col:countries/CountryId #2, union #3 #4","select tbl:countries, comparative #1 #1 tbl:car_makers, union #3 #4, project col:countries/CountryId #2, project col:countries/CountryName #2",order
What are the names and ids of all countries with at least one car maker?,"select tbl:countries, comparative #1 #1 tbl:car_makers, project col:countries/CountryName #2, project col:countries/CountryId #2, union #3 #4","select tbl:countries, comparative #1 #1 tbl:car_makers, union #3 #4, project col:countries/CountryId #2, project col:countries/CountryName #2",greate/less
What is the number of the cars with horsepower more than 150?,"select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 great/150, aggregate count #3","select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 great/1500, aggregate count #3",beam
What is the number of the cars with horsepower more than 150?,"select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 great/150, aggregate count #3","select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 greatequal/150, aggregate count #3",greate/less
What is the number of cars with a horsepower greater than 150?,"select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 great/150, aggregate count #3","select tbl:cars_data, project col:cars_data/Hardness #1, comparative #1 #2 great/150, aggregate count #3",beam
What is the number of cars with a horsepower greater than 150?,"select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 great/150, aggregate count #3","select tbl:cars_data, project col:cars_data/Horsepower #1, comparative #1 #2 greatequal/150, aggregate count #3",greate/less
What is the average weight of cars each year?,"select tbl:cars_data, project col:cars_data/Year #1, project col:cars_data/Weight #1, group #3 #2, union #2 #4","select col:cars_data, project col:cars_data/Year #1, project col:cars_data/Weight #1, group #3 #2, union #2 #4",beam
What is the average weight of cars each year?,"select tbl:cars_data, project col:cars_data/Year #1, project col:cars_data/Weight #1, group #3 #2, union #2 #4","select tbl:cars_data, project col:cars_data/Year #1, union #2 #4, group #3 #2, project col:cars_data/Weight #1",order
What is the average weight of cars each year?,"select tbl:cars_data, project col:cars_data/Year #1, project col:cars_data/Weight #1, group #3 #2, union #2 #4","select tbl:cars_data, project col:cars_data/Year #1, union #2 #4, group #3 #2, project col:cars_data/Weight #1",greate/less
What is the average weight and year for each year?,"select col:cars_data, project col:cars_data/Weight #1, group #2 #1, union #1 #3","select col:cars_data, project col:cars_data/Year #1, group #1 #2, union #2 #3",beam
What is the average weight and year for each year?,"select col:cars_data, project col:cars_data/Weight #1, group #2 #1, union #1 #3","select col:cars_data, project col:cars_data/Weight #1, group #2 #1, union #1 #3",greate/less
Which countries in europe have at least 3 car manufacturers?,"select col:countries, comparative #1 #1 equal/europe col:continents/Continent, project tbl:car_makers #2, group #3 #2, comparative #2 #4 greatequal/3","select col:countries, comparative #1 #1 equal/europe col:continents/Continent, project tbl:car_makers #2, group #3 #2, comparative #4 #5 greatequal/3",beam
Which countries in europe have at least 3 car manufacturers?,"select col:countries, comparative #1 #1 equal/europe col:continents/Continent, project tbl:car_makers #2, group #3 #2, comparative #2 #4 greatequal/3","select col:countries, comparative #2 #4 greatequal/3, project tbl:car_makers #2, group #3 #2, comparative #1 #1 equal/europe col:continents/Continent",compara_order
"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.","select col:car_names, project col:cars_data/MPG #1, superlative #1 #2","select col:car_names, project col:cars_data/MPG #1, superlative #1 #2.",beam
"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.","select col:car_names, project col:cars_data/MPG #1, superlative #1 #2","select col:car_names, project col:cars_data/MPG #1, superlative #1 #2",greate/less
What is the car model with the highest mpg?,"select col:car_names, project col:cars_data/MPG #1, superlative #1 #2","select col:cars_data, project col:cars_data/MPG #1, superlative #1 #2",beam
What is the car model with the highest mpg?,"select col:car_names, project col:cars_data/MPG #1, superlative #1 #2","select col:car_names, project col:cars_data/MPG #1, superlative #1 #2",greate/less
What is the average horsepower of the cars before 1980?,"select tbl:cars_data, comparative #1 #1 less/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3","select tbl:cars_data, comparative #1 #1 less/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #4",beam
What is the average horsepower of the cars before 1980?,"select tbl:cars_data, comparative #1 #1 less/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3","select tbl:cars_data, comparative #1 #1 great/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3",greate/less
What is the average horsepower for all cars produced before 1980?,"select tbl:cars_data, comparative #1 #1 less/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3","select tbl:cars_data, comparative #1 #1 less/1880 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3",beam
What is the average horsepower for all cars produced before 1980?,"select tbl:cars_data, comparative #1 #1 less/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3","select tbl:cars_data, comparative #1 #1 greatequal/1980 col:cars_data/Year, project col:cars_data/Horsepower #2, aggregate avg #3",greate/less
What is the average edispl of the cars of model volvo?,"select tbl:car_names, comparative #1 #1 equal/volvo col:car_names/Model, project col:cars_data/Edispl #2, aggregate avg #3","select tbl:car_names, comparative #1 #1 equal/volvo col:car_names/Model, project col:cars_data/Edispl #2, aggregate avg #4",beam
What is the average edispl of the cars of model volvo?,"select tbl:car_names, comparative #1 #1 equal/volvo col:car_names/Model, project col:cars_data/Edispl #2, aggregate avg #3","select tbl:car_names, comparative #1 #1less//volvo col:car_names/Model, project col:cars_data/Edispl #2, aggregate avg #3",greate/less
What is the average edispl for all volvos?,"select val:car_names, project col:cars_data/Edispl #1, aggregate avg #2","select val:car_names, project col:cars_data/Edispl #1, aggregate avg #2.",beam
What is the average edispl for all volvos?,"select val:car_names, project col:cars_data/Edispl #1, aggregate avg #2","select val:car_names, project col:cars_data/Edispl #1, aggregate avg #2",greate/less
What is the maximum accelerate for different number of cylinders?,"select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3","select col:cars_data, aggregate col:cars_data/Accelerate #1, group #2 #1, union #1 #3",beam
What is the maximum accelerate for different number of cylinders?,"select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3","select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3",greate/less
What is the maximum accelerate for all the different cylinders?,"select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3","select col:cars_data, project col:cars_data/Accelerate #1, group #3 #1, union #1 #4",beam
What is the maximum accelerate for all the different cylinders?,"select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3","select col:cars_data, project col:cars_data/Accelerate #1, group #2 #1, union #1 #3",greate/less
Which model has the most version(make) of cars?,"select tbl:car_names, select col:car_names, group #2 #1, superlative #1 #3","select col:car_names, project tbl:car_names #1, group #2 #1, superlative #1 #3",beam
Which model has the most version(make) of cars?,"select tbl:car_names, select col:car_names, group #2 #1, superlative #1 #3","select tbl:car_names, select col:car_names, group #2 #1, superlative #1 #3",greate/less
What model has the most different versions?,"select col:car_names, project none #1, group #2 #1, superlative #1 #3","select col:car_names, project none #1, group #3 #1, superlative #1 #4",beam
What model has the most different versions?,"select col:car_names, project none #1, group #2 #1, superlative #1 #3","select col:car_names, project none #1, group #2 #1, superlative #1 #3",greate/less
How many cars have more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4",beam
How many cars have more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:cars_data, project col:cars_data/Cylinders #1, aggregate count #4, comparative #1 #3 great/4, group #2 #1",order
How many cars have more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:cars_data, project col:cars_data/Cylinders #1, aggregate count #4, comparative #1 #3 less/4, group #2 #1",greate/less
What is the number of cars with more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4",beam
What is the number of cars with more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:cars_data, aggregate count #4, group #2 #1, comparative #1 #3 great/4, project col:cars_data/Cylinders #1",order
What is the number of cars with more than 4 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/4, aggregate count #4","select tbl:cars_data, aggregate count #4, group #2 #1, comparative #1 #3 lessequal/4, project col:cars_data/Cylinders #1",greate/less
how many cars were produced in 1980?,"select tbl:cars_data, comparative #1 #1 equal/1980 col:cars_data/Year, aggregate count #2","select tbl:car_makers, comparative #1 #1 equal/1980 col:cars_data/Year, aggregate count #2",beam
how many cars were produced in 1980?,"select tbl:cars_data, comparative #1 #1 equal/1980 col:cars_data/Year, aggregate count #2","select tbl:cars_data, comparative #1 #1greatequal//1980 col:cars_data/Year, aggregate count #2",greate/less
"In 1980, how many cars were made?","select tbl:cars_data, comparative #1 #1 equal/1980 col:cars_data/Year, aggregate count #2","select tbl:cars_data, comparative #1 #1 equal/1980 col:countries/Year, aggregate count #2",beam
"In 1980, how many cars were made?","select tbl:cars_data, comparative #1 #1 equal/1980 col:cars_data/Year, aggregate count #2","select tbl:cars_data, comparative #1 #1greatequal//1980 col:cars_data/Year, aggregate count #2",greate/less
How many car models were produced by the maker with full name American Motor Company?,"select tbl:car_makers, project col:car_makers/FullName #1, comparative #1 #2 equal/American Motor Company, project tbl:model_list #3, aggregate count #4","select tbl:car_makers, project col:car_makers/FullName #1, comparative #1 #2 equal/American Motor Company, project none #3, aggregate count #4",beam
How many car models were produced by the maker with full name American Motor Company?,"select tbl:car_makers, project col:car_makers/FullName #1, comparative #1 #2 equal/American Motor Company, project tbl:model_list #3, aggregate count #4","select tbl:car_makers, aggregate count #4, comparative #1 #2 equal/American Motor Company, project tbl:model_list #3, project col:car_makers/FullName #1",order
How many car models were produced by the maker with full name American Motor Company?,"select tbl:car_makers, project col:car_makers/FullName #1, comparative #1 #2 equal/American Motor Company, project tbl:model_list #3, aggregate count #4","select tbl:car_makers, aggregate count #4, comparative #1 #2greatequal//American Motor Company, project tbl:model_list #3, project col:car_makers/FullName #1",greate/less
What is the number of car models created by the car maker American Motor Company?,"select tbl:model_list, comparative #1 #1 equal/American Motor Company col:car_makers/FullName, aggregate count #2","select tbl:model_list, comparative #1 #1 equal/American Motor Company col:car_maker/FullName, aggregate count #2",beam
What is the number of car models created by the car maker American Motor Company?,"select tbl:model_list, comparative #1 #1 equal/American Motor Company col:car_makers/FullName, aggregate count #2","select tbl:model_list, comparative #1 #1greatequal//American Motor Company col:car_makers/FullName, aggregate count #2",greate/less
Which makers designed more than 3 car models? List full name and the id.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/ID #4, union #5 #6",beam
Which makers designed more than 3 car models? List full name and the id.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, union #5 #6, project col:car_makers/Id #4, project col:car_makers/FullName #4",order
Which makers designed more than 3 car models? List full name and the id.,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 greatequal/3, union #5 #6, project col:car_makers/Id #4, project col:car_makers/FullName #4",greate/less
What are the names and ids of all makers with more than 3 models?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/Maker #4, project col:car_makers/Id #4, union #5 #6",beam
What are the names and ids of all makers with more than 3 models?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, project col:car_makers/FullName #4, comparative #1 #3 great/3, group #2 #1, project col:car_makers/Id #4, union #5 #6",order
What are the names and ids of all makers with more than 3 models?,"select tbl:car_makers, project tbl:model_list #1, group #2 #1, comparative #1 #3 great/3, project col:car_makers/FullName #4, project col:car_makers/Id #4, union #5 #6","select tbl:car_makers, project tbl:model_list #1, project col:car_makers/FullName #4, comparative #1 #3 less/3, group #2 #1, project col:car_makers/Id #4, union #5 #6",greate/less
In which years cars were produced weighing no less than 3000 and no more than 4000?,"select col:cars_data, select tbl:cars_data, comparative #1 #2 lessequal/4000, comparative #3 #2 greatequal/3000, project col:cars_data/Year #4","select col:cars_data, comparative #1 #1 lessequal/4000, comparative #2 #2 greatequal/3000, project col:cars_data/Year #3",beam
In which years cars were produced weighing no less than 3000 and no more than 4000?,"select col:cars_data, select tbl:cars_data, comparative #1 #2 lessequal/4000, comparative #3 #2 greatequal/3000, project col:cars_data/Year #4","select col:cars_data, select tbl:cars_data, comparative #3 #2 greatequal/3000, comparative #1 #2 lessequal/4000, project col:cars_data/Year #4",compara_order
What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000?,"select tbl:cars_data, project col:cars_data/Weight #1, comparative #1 #2 lessequal/4000, comparative #1 #2 greatequal/3000, intersection #5 #3 #4","select col:cars_data, project tbl:cars_data #1, comparative #1 #2 lessequal/4000, comparative #1 #2 greatequal/3000, intersection #5 #3 #4",beam
What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000?,"select tbl:cars_data, project col:cars_data/Weight #1, comparative #1 #2 lessequal/4000, comparative #1 #2 greatequal/3000, intersection #5 #3 #4","select tbl:cars_data, project col:cars_data/Weight #1, comparative #1 #2 greatequal/3000, comparative #1 #2 lessequal/4000, intersection #5 #3 #4",compara_order
