id,source_text,target_text
5848,Show all date and share count of transactions. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project col:Transactions/date_of_transaction #1, project col:Transactions/share_count #1, union #2 #3"
5850,Show all transaction ids with transaction code 'PUR'. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project tbl:Transactions #1, comparative #1 #2 equal/PUR, project col:Transactions/transaction_id #3"
5851,"Show all dates of transactions whose type code is ""SALE"". <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>","select tbl:Transactions, comparative #1 #1 equal/SALE col:Transactions/transaction_type_code, project col:Transactions/date_of_transaction #2"
5852,"Show the average amount of transactions with type code ""SALE"". <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>","select tbl:Transactions, project col:Transactions/transaction_type_code #1, comparative #1 #2 equal/SALE, project col:Transactions/amount_of_transaction #3, aggregate avg #4"
5853,"Show the description of transaction type with code ""PUR"". <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>","select tbl:Ref_Transaction_Types, project col:Ref_Transaction_Types/transaction_type_code #1, comparative #1 #2 equal/PUR, project col:Ref_Transaction_Types/transaction_type_description #3"
5854,"Show the minimum amount of transactions whose type code is ""PUR"" and whose share count is bigger than 50. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>","select tbl:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 great/50, comparative #3 #3 equal/PUR col:Transactions/transaction_type_code, project col:Transactions/amount_of_transaction #4, aggregate min #5"
5855,Show the maximum share count of transactions where the amount is smaller than 10000 <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 less/10000, project col:Transactions/share_count #3, aggregate max #4"
5856,Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 great/100, project col:Transactions/amount_of_transaction #1, comparative #1 #4 great/1000, union #3 #5, project col:Transactions/date_of_transaction #6"
5857,Show the transaction type descriptions and dates if the share count is smaller than 10. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project col:Transactions/share_count #1, comparative #1 #2 less/10, project col:Ref_Transaction_Types/transaction_type_description #3, project col:Transactions/date_of_transaction #3, union #4 #5"
5860,Return the lot details and investor ids. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Lots, project col:Lots/lot_details #1, project col:Lots/investor_id #1, project col:Lots/investor_id #3, union #2 #4"
5861,"Return the lot details of lots that belong to investors with details ""l""? <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>","select tbl:Investors, comparative #1 #1 equal/l col:Investors/Investor_details, project tbl:Lots #2, project col:Lots/lot_details #3"
5862,What are the purchase details of transactions with amount bigger than 10000? <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 great/10000, project col:Purchases/purchase_details #3"
5863,What are the sale details and dates of transactions with amount smaller than 3000? <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 less/3000, project col:Sales/sales_details #3, project col:Transactions/date_of_transaction #3, union #4 #5"
5866,Show the average transaction amount for different transaction types. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project col:Transactions/amount_of_transaction #1, group #2 #1, union #1 #3"
5870,Show the average amount of transactions for different investors. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project tbl:Transactions #1, project col:Transactions/amount_of_transaction #2, group #3 #1, union #1 #4"
5871,Show the average amount of transactions for different lots. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions_Lots, project col:Transactions/amount_of_transaction #1, group #2 #1, union #1 #3"
5874,Show the number of transactions for different investors. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project tbl:Transactions #1, group #2 #1, union #1 #3"
5876,Show the transaction type code that occurs the most frequently. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project tbl:Transactions #1, group #2 #1, superlative max #1 #3"
5877,Show the description of the transaction type that occurs most frequently. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Ref_Transaction_Types, project tbl:Transactions #1, group #2 #1, superlative max #1 #3, project col:Ref_Transaction_Types/transaction_type_description #4"
5878,Show the id and details of the investor that has the largest number of transactions. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Investors, project tbl:Transactions #1, group #2 #1, superlative max #1 #3, project col:Transactions/investor_id #4, project col:Investors/Investor_details #4, union #5 #6"
5880,Show the ids of the investors who have at least two transactions. <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Investors, project tbl:Transactions #1, group #2 #1, comparative #1 #3 greatequal/2, project col:Transactions/investor_id #4"
5882,What are the dates of transactions with at least 100 share count or amount bigger than 100? <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select col:Transactions, project col:Transactions/amount_of_transaction #1, comparative #1 #2 greatequal/100, project col:Transactions/amount_of_transaction #1, comparative #1 #4 greatequal/100, union #3 #5, project col:Transactions/date_of_transaction #6"
5884,What are the details of the lots which are not used in any transactions? <tbl> Investors Lots Ref_Transaction_Types Transactions Sales Purchases Transactions_Lots </tbl> <col> investor_id Investor_details lot_id investor_id lot_details transaction_type_code transaction_type_description transaction_id investor_id transaction_type_code date_of_transaction amount_of_transaction share_count other_details sales_transaction_id sales_details purchase_transaction_id purchase_details transaction_id lot_id </col>,"select tbl:Transactions_Lots, project col:Lots/lot_details #1, select col:Lots, discard #3 #2, project col:Lots/lot_details #4"
5885,How many available hotels are there in total? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Hotels, comparative #1 #1 none, aggregate count #2"
5886,Find the total number of available hotels. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Hotels, comparative #1 #1 none, aggregate count #2"
5889,Show all distinct location names. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Locations, project col:Locations/Location_Name #1"
5890,What are the distinct location names? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Locations, project col:Locations/Location_Name #1"
5893,Show details of all visitors. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Visitors, project col:Visitors/Tourist_Details #1"
5894,What is the detail of each visitor? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Visitors, project col:Visitors/Tourist_Details #1"
5899,"What is the address of the location ""UK Gallery""? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Locations, comparative #1 #1 equal/UK Gallery col:Locations/Location_Name, project col:Locations/Address #2"
5900,"Find the address of the location named ""UK Gallery"". <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select val:Locations, project col:Locations/Address #1"
5903,"Which location names contain the word ""film""? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Locations, project col:Locations/Location_Name #1, comparative #1 #2 like%film%, project col:Locations/Location_Name #3"
5904,"Find all the locations whose names contain the word ""film"". <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select col:Locations, comparative #1 #1 col:Locations/Location_Name, comparative #2 #2 like%film% col:Locations/Location_Name"
5905,How many distinct names are associated with all the photos? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Photos, project col:Photos/Name #1, aggregate count #3"
5906,Count the number of distinct names associated with the photos. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select col:Photos, comparative #1 #1 tbl:Photos, aggregate count #3"
5907,What are the distinct visit dates? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,select col:Visits
5908,Find all the distinct visit dates. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,select tbl:Visits
5909,What are the names of the tourist attractions that can be accessed by bus? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Tourist_Attractions, comparative #1 #1 equal/bus col:Tourist_Attractions/How_to_Get_There, project col:Tourist_Attractions/Name #2"
5910,Which tourist attractions can we get to by bus? Tell me the names of the attractions. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Tourist_Attractions, comparative #1 #1 equal/bus col:Tourist_Attractions/How_to_Get_There, project col:Tourist_Attractions/Name #2"
